Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2663155,-,-,-,42.44,-76.51,0,126,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Direction,Wind Speed
2020,1,1,0,30,0,0,0,263,1.1
2020,1,1,1,30,0,0,0,258,1
2020,1,1,2,30,0,0,0,254,1
2020,1,1,3,30,0,0,0,253,1
2020,1,1,4,30,0,0,0,253,1
2020,1,1,5,30,0,0,0,254,1
2020,1,1,6,30,0,0,0,257,1
2020,1,1,7,30,0,0,0,260,1
2020,1,1,8,30,0,0,0,262,1
2020,1,1,9,30,0,0,0,264,1.1
2020,1,1,10,30,0,0,0,265,1.1
2020,1,1,11,30,0,0,0,267,1.1
2020,1,1,12,30,0,0,0,269,1.1
2020,1,1,13,30,37,0,37,271,1.2000000000000002
2020,1,1,14,30,24,0,24,275,1.3
2020,1,1,15,30,83,0,83,278,1.3
2020,1,1,16,30,153,20,161,279,1.3
2020,1,1,17,30,124,0,124,280,1.3
2020,1,1,18,30,26,0,26,279,1.2000000000000002
2020,1,1,19,30,10,0,10,278,1.1
2020,1,1,20,30,21,0,21,275,1
2020,1,1,21,30,6,0,6,273,0.9
2020,1,1,22,30,0,0,0,270,0.8
2020,1,1,23,30,0,0,0,268,0.8
2020,1,2,0,30,0,0,0,256,0.7000000000000001
2020,1,2,1,30,0,0,0,244,0.6000000000000001
2020,1,2,2,30,0,0,0,230,0.5
2020,1,2,3,30,0,0,0,217,0.6000000000000001
2020,1,2,4,30,0,0,0,207,0.7000000000000001
2020,1,2,5,30,0,0,0,200,0.7000000000000001
2020,1,2,6,30,0,0,0,196,0.7000000000000001
2020,1,2,7,30,0,0,0,193,0.7000000000000001
2020,1,2,8,30,0,0,0,190,0.7000000000000001
2020,1,2,9,30,0,0,0,188,0.7000000000000001
2020,1,2,10,30,0,0,0,188,0.8
2020,1,2,11,30,0,0,0,187,0.8
2020,1,2,12,30,0,0,0,187,0.9
2020,1,2,13,30,29,0,29,190,1
2020,1,2,14,30,96,258,162,196,1
2020,1,2,15,30,55,840,352,201,1
2020,1,2,16,30,58,880,416,203,1
2020,1,2,17,30,124,537,347,200,1
2020,1,2,18,30,160,142,214,196,1
2020,1,2,19,30,117,56,134,193,0.9
2020,1,2,20,30,65,54,75,190,0.8
2020,1,2,21,30,9,0,9,191,0.9
2020,1,2,22,30,0,0,0,200,1
2020,1,2,23,30,0,0,0,205,1
2020,1,3,0,30,0,0,0,206,0.9
2020,1,3,1,30,0,0,0,210,0.9
2020,1,3,2,30,0,0,0,217,0.9
2020,1,3,3,30,0,0,0,219,0.8
2020,1,3,4,30,0,0,0,215,0.6000000000000001
2020,1,3,5,30,0,0,0,208,0.5
2020,1,3,6,30,0,0,0,207,0.7000000000000001
2020,1,3,7,30,0,0,0,207,0.7000000000000001
2020,1,3,8,30,0,0,0,202,0.5
2020,1,3,9,30,0,0,0,199,0.5
2020,1,3,10,30,0,0,0,204,0.5
2020,1,3,11,30,0,0,0,209,0.5
2020,1,3,12,30,0,0,0,210,0.5
2020,1,3,13,30,18,0,18,206,0.5
2020,1,3,14,30,29,0,29,206,0.5
2020,1,3,15,30,79,0,79,208,0.4
2020,1,3,16,30,51,0,51,208,0.4
2020,1,3,17,30,106,0,106,208,0.4
2020,1,3,18,30,33,0,33,209,0.4
2020,1,3,19,30,34,0,34,213,0.4
2020,1,3,20,30,40,0,40,227,0.5
2020,1,3,21,30,5,0,5,242,0.5
2020,1,3,22,30,0,0,0,252,0.4
2020,1,3,23,30,0,0,0,257,0.4
2020,1,4,0,30,0,0,0,270,0.4
2020,1,4,1,30,0,0,0,284,0.4
2020,1,4,2,30,0,0,0,309,0.5
2020,1,4,3,30,0,0,0,341,0.4
2020,1,4,4,30,0,0,0,192,0.4
2020,1,4,5,30,0,0,0,40,0.30000000000000004
2020,1,4,6,30,0,0,0,66,0.30000000000000004
2020,1,4,7,30,0,0,0,82,0.4
2020,1,4,8,30,0,0,0,88,0.4
2020,1,4,9,30,0,0,0,87,0.4
2020,1,4,10,30,0,0,0,89,0.4
2020,1,4,11,30,0,0,0,102,0.30000000000000004
2020,1,4,12,30,0,0,0,60,0.30000000000000004
2020,1,4,13,30,44,4,45,169,0.4
2020,1,4,14,30,78,0,78,330,0.6000000000000001
2020,1,4,15,30,102,0,102,330,0.8
2020,1,4,16,30,52,0,52,329,1
2020,1,4,17,30,16,0,16,329,1.1
2020,1,4,18,30,52,0,52,327,1.1
2020,1,4,19,30,15,0,15,321,1
2020,1,4,20,30,22,0,22,317,1
2020,1,4,21,30,3,0,3,319,1
2020,1,4,22,30,0,0,0,319,1
2020,1,4,23,30,0,0,0,319,1
2020,1,5,0,30,0,0,0,317,0.9
2020,1,5,1,30,0,0,0,310,0.8
2020,1,5,2,30,0,0,0,305,0.8
2020,1,5,3,30,0,0,0,305,0.9
2020,1,5,4,30,0,0,0,306,1.1
2020,1,5,5,30,0,0,0,305,1.2000000000000002
2020,1,5,6,30,0,0,0,304,1.2000000000000002
2020,1,5,7,30,0,0,0,302,1.3
2020,1,5,8,30,0,0,0,303,1.3
2020,1,5,9,30,0,0,0,304,1.4000000000000001
2020,1,5,10,30,0,0,0,306,1.4000000000000001
2020,1,5,11,30,0,0,0,308,1.4000000000000001
2020,1,5,12,30,0,0,0,309,1.4000000000000001
2020,1,5,13,30,14,0,14,309,1.5
2020,1,5,14,30,12,0,12,309,1.6
2020,1,5,15,30,59,0,59,308,1.7000000000000002
2020,1,5,16,30,99,0,99,308,1.6
2020,1,5,17,30,60,0,60,309,1.6
2020,1,5,18,30,163,136,215,309,1.5
2020,1,5,19,30,43,0,43,309,1.2000000000000002
2020,1,5,20,30,35,0,35,308,0.9
2020,1,5,21,30,5,0,5,306,0.6000000000000001
2020,1,5,22,30,0,0,0,300,0.5
2020,1,5,23,30,0,0,0,296,0.5
2020,1,6,0,30,0,0,0,263,0.5
2020,1,6,1,30,0,0,0,242,0.5
2020,1,6,2,30,0,0,0,221,0.5
2020,1,6,3,30,0,0,0,202,0.6000000000000001
2020,1,6,4,30,0,0,0,185,0.7000000000000001
2020,1,6,5,30,0,0,0,177,0.8
2020,1,6,6,30,0,0,0,177,0.9
2020,1,6,7,30,0,0,0,182,0.9
2020,1,6,8,30,0,0,0,191,0.9
2020,1,6,9,30,0,0,0,206,1
2020,1,6,10,30,0,0,0,226,1
2020,1,6,11,30,0,0,0,243,1
2020,1,6,12,30,0,0,0,254,1.1
2020,1,6,13,30,30,0,30,261,1.2000000000000002
2020,1,6,14,30,53,0,53,266,1.3
2020,1,6,15,30,101,0,101,270,1.5
2020,1,6,16,30,97,0,97,272,1.6
2020,1,6,17,30,173,50,194,273,1.5
2020,1,6,18,30,146,21,154,274,1.4000000000000001
2020,1,6,19,30,117,31,126,274,1.2000000000000002
2020,1,6,20,30,41,673,166,272,1
2020,1,6,21,30,16,291,28,267,1
2020,1,6,22,30,0,0,0,262,1.1
2020,1,6,23,30,0,0,0,260,1.2000000000000002
2020,1,7,0,30,0,0,0,258,1.4000000000000001
2020,1,7,1,30,0,0,0,259,1.5
2020,1,7,2,30,0,0,0,265,1.5
2020,1,7,3,30,0,0,0,273,1.4000000000000001
2020,1,7,4,30,0,0,0,283,1.3
2020,1,7,5,30,0,0,0,290,1.1
2020,1,7,6,30,0,0,0,292,0.8
2020,1,7,7,30,0,0,0,290,0.7000000000000001
2020,1,7,8,30,0,0,0,285,0.6000000000000001
2020,1,7,9,30,0,0,0,277,0.6000000000000001
2020,1,7,10,30,0,0,0,267,0.6000000000000001
2020,1,7,11,30,0,0,0,256,0.6000000000000001
2020,1,7,12,30,0,0,0,244,0.6000000000000001
2020,1,7,13,30,47,77,57,236,0.5
2020,1,7,14,30,84,395,187,228,0.5
2020,1,7,15,30,148,67,172,205,0.5
2020,1,7,16,30,120,0,120,178,0.5
2020,1,7,17,30,121,0,121,162,0.4
2020,1,7,18,30,84,0,84,154,0.4
2020,1,7,19,30,25,0,25,152,0.4
2020,1,7,20,30,64,0,64,157,0.4
2020,1,7,21,30,15,0,15,165,0.4
2020,1,7,22,30,0,0,0,178,0.4
2020,1,7,23,30,0,0,0,185,0.4
2020,1,8,0,30,0,0,0,210,0.5
2020,1,8,1,30,0,0,0,220,0.5
2020,1,8,2,30,0,0,0,219,0.5
2020,1,8,3,30,0,0,0,215,0.6000000000000001
2020,1,8,4,30,0,0,0,215,0.6000000000000001
2020,1,8,5,30,0,0,0,218,0.7000000000000001
2020,1,8,6,30,0,0,0,226,0.7000000000000001
2020,1,8,7,30,0,0,0,238,0.7000000000000001
2020,1,8,8,30,0,0,0,246,0.8
2020,1,8,9,30,0,0,0,246,0.7000000000000001
2020,1,8,10,30,0,0,0,239,0.6000000000000001
2020,1,8,11,30,0,0,0,237,0.6000000000000001
2020,1,8,12,30,0,0,0,253,0.8
2020,1,8,13,30,48,91,60,274,1.3
2020,1,8,14,30,69,704,255,285,1.7000000000000002
2020,1,8,15,30,71,864,383,287,1.9000000000000001
2020,1,8,16,30,136,479,335,286,2
2020,1,8,17,30,87,707,388,289,2
2020,1,8,18,30,67,753,361,295,2
2020,1,8,19,30,85,732,312,299,1.8
2020,1,8,20,30,71,172,104,301,1.6
2020,1,8,21,30,19,0,19,300,1.5
2020,1,8,22,30,0,0,0,301,1.5
2020,1,8,23,30,0,0,0,301,1.5
2020,1,9,0,30,0,0,0,301,1.6
2020,1,9,1,30,0,0,0,301,1.6
2020,1,9,2,30,0,0,0,302,1.6
2020,1,9,3,30,0,0,0,305,1.6
2020,1,9,4,30,0,0,0,308,1.5
2020,1,9,5,30,0,0,0,313,1.4000000000000001
2020,1,9,6,30,0,0,0,317,1.3
2020,1,9,7,30,0,0,0,321,1.2000000000000002
2020,1,9,8,30,0,0,0,324,1.1
2020,1,9,9,30,0,0,0,329,0.9
2020,1,9,10,30,0,0,0,333,0.8
2020,1,9,11,30,0,0,0,335,0.7000000000000001
2020,1,9,12,30,0,0,0,336,0.6000000000000001
2020,1,9,13,30,41,334,85,330,0.5
2020,1,9,14,30,49,690,232,296,0.30000000000000004
2020,1,9,15,30,89,604,308,211,0.30000000000000004
2020,1,9,16,30,86,694,377,152,0.5
2020,1,9,17,30,81,732,394,151,0.7000000000000001
2020,1,9,18,30,111,547,326,154,0.9
2020,1,9,19,30,78,572,256,155,1
2020,1,9,20,30,69,228,114,156,1
2020,1,9,21,30,19,0,19,157,1.1
2020,1,9,22,30,0,0,0,161,1.4000000000000001
2020,1,9,23,30,0,0,0,163,1.5
2020,1,10,0,30,0,0,0,169,1.8
2020,1,10,1,30,0,0,0,173,1.9000000000000001
2020,1,10,2,30,0,0,0,175,2
2020,1,10,3,30,0,0,0,177,2.1
2020,1,10,4,30,0,0,0,178,2
2020,1,10,5,30,0,0,0,178,2
2020,1,10,6,30,0,0,0,179,1.9000000000000001
2020,1,10,7,30,0,0,0,181,1.8
2020,1,10,8,30,0,0,0,183,1.7000000000000002
2020,1,10,9,30,0,0,0,184,1.6
2020,1,10,10,30,0,0,0,187,1.5
2020,1,10,11,30,0,0,0,189,1.4000000000000001
2020,1,10,12,30,0,0,0,188,1.4000000000000001
2020,1,10,13,30,31,0,31,191,1.5
2020,1,10,14,30,106,107,135,195,1.5
2020,1,10,15,30,35,0,35,195,1.4000000000000001
2020,1,10,16,30,120,0,120,196,1.3
2020,1,10,17,30,176,283,298,198,1.3
2020,1,10,18,30,120,512,322,199,1.2000000000000002
2020,1,10,19,30,82,553,256,197,1
2020,1,10,20,30,35,0,35,194,0.9
2020,1,10,21,30,11,0,11,189,0.9
2020,1,10,22,30,0,0,0,183,0.9
2020,1,10,23,30,0,0,0,180,0.9
2020,1,11,0,30,0,0,0,177,1
2020,1,11,1,30,0,0,0,176,1
2020,1,11,2,30,0,0,0,174,1
2020,1,11,3,30,0,0,0,174,1.1
2020,1,11,4,30,0,0,0,175,1.2000000000000002
2020,1,11,5,30,0,0,0,175,1.3
2020,1,11,6,30,0,0,0,175,1.4000000000000001
2020,1,11,7,30,0,0,0,175,1.4000000000000001
2020,1,11,8,30,0,0,0,176,1.5
2020,1,11,9,30,0,0,0,175,1.6
2020,1,11,10,30,0,0,0,176,1.6
2020,1,11,11,30,0,0,0,179,1.7000000000000002
2020,1,11,12,30,0,0,0,181,1.7000000000000002
2020,1,11,13,30,15,0,15,183,1.8
2020,1,11,14,30,36,0,36,186,1.9000000000000001
2020,1,11,15,30,42,0,42,188,1.9000000000000001
2020,1,11,16,30,173,50,195,192,2.1
2020,1,11,17,30,178,49,199,194,2.1
2020,1,11,18,30,167,76,198,193,2
2020,1,11,19,30,82,0,82,189,2
2020,1,11,20,30,58,0,58,188,2
2020,1,11,21,30,14,0,14,188,1.9000000000000001
2020,1,11,22,30,0,0,0,189,1.9000000000000001
2020,1,11,23,30,0,0,0,189,1.9000000000000001
2020,1,12,0,30,0,0,0,186,1.8
2020,1,12,1,30,0,0,0,186,1.8
2020,1,12,2,30,0,0,0,186,1.7000000000000002
2020,1,12,3,30,0,0,0,181,1.6
2020,1,12,4,30,0,0,0,174,1.8
2020,1,12,5,30,0,0,0,177,2.4000000000000004
2020,1,12,6,30,0,0,0,189,2.5
2020,1,12,7,30,0,0,0,208,2.2
2020,1,12,8,30,0,0,0,232,2.1
2020,1,12,9,30,0,0,0,239,2
2020,1,12,10,30,0,0,0,235,2.1
2020,1,12,11,30,0,0,0,238,2.2
2020,1,12,12,30,0,0,0,248,2.4000000000000004
2020,1,12,13,30,24,0,24,259,2.6
2020,1,12,14,30,52,0,52,269,2.6
2020,1,12,15,30,77,769,360,277,2.4000000000000004
2020,1,12,16,30,80,825,430,286,2.2
2020,1,12,17,30,189,101,233,297,1.9000000000000001
2020,1,12,18,30,72,832,406,305,1.7000000000000002
2020,1,12,19,30,126,239,203,310,1.5
2020,1,12,20,30,50,633,179,317,1.2000000000000002
2020,1,12,21,30,22,291,39,325,1
2020,1,12,22,30,0,0,0,334,0.9
2020,1,12,23,30,0,0,0,338,0.8
2020,1,13,0,30,0,0,0,350,0.7000000000000001
2020,1,13,1,30,0,0,0,177,0.6000000000000001
2020,1,13,2,30,0,0,0,7,0.5
2020,1,13,3,30,0,0,0,35,0.4
2020,1,13,4,30,0,0,0,79,0.4
2020,1,13,5,30,0,0,0,110,0.5
2020,1,13,6,30,0,0,0,121,0.6000000000000001
2020,1,13,7,30,0,0,0,128,0.7000000000000001
2020,1,13,8,30,0,0,0,137,0.7000000000000001
2020,1,13,9,30,0,0,0,150,0.7000000000000001
2020,1,13,10,30,0,0,0,158,0.7000000000000001
2020,1,13,11,30,0,0,0,165,0.9
2020,1,13,12,30,0,0,0,173,1.1
2020,1,13,13,30,50,113,65,178,1.2000000000000002
2020,1,13,14,30,104,39,115,184,1.3
2020,1,13,15,30,128,1,128,192,1.3
2020,1,13,16,30,179,66,207,201,1.2000000000000002
2020,1,13,17,30,121,0,121,213,1
2020,1,13,18,30,151,360,296,231,0.8
2020,1,13,19,30,119,12,122,252,0.5
2020,1,13,20,30,76,30,83,273,0.4
2020,1,13,21,30,21,0,21,292,0.4
2020,1,13,22,30,0,0,0,309,0.5
2020,1,13,23,30,0,0,0,317,0.5
2020,1,14,0,30,0,0,0,322,0.6000000000000001
2020,1,14,1,30,0,0,0,319,0.5
2020,1,14,2,30,0,0,0,312,0.5
2020,1,14,3,30,0,0,0,304,0.4
2020,1,14,4,30,0,0,0,293,0.4
2020,1,14,5,30,0,0,0,280,0.4
2020,1,14,6,30,0,0,0,273,0.30000000000000004
2020,1,14,7,30,0,0,0,286,0.2
2020,1,14,8,30,0,0,0,312,0.1
2020,1,14,9,30,0,0,0,213,0.2
2020,1,14,10,30,0,0,0,114,0.30000000000000004
2020,1,14,11,30,0,0,0,131,0.5
2020,1,14,12,30,0,0,0,136,0.8
2020,1,14,13,30,49,156,71,140,1.2000000000000002
2020,1,14,14,30,57,721,253,151,1.3
2020,1,14,15,30,71,783,362,165,1.5
2020,1,14,16,30,175,289,299,174,1.6
2020,1,14,17,30,144,0,144,177,1.6
2020,1,14,18,30,174,97,213,177,1.5
2020,1,14,19,30,74,694,302,179,1.4000000000000001
2020,1,14,20,30,60,533,172,184,1.4000000000000001
2020,1,14,21,30,27,162,37,192,1.3
2020,1,14,22,30,0,0,0,201,1.3
2020,1,14,23,30,0,0,0,205,1.2000000000000002
2020,1,15,0,30,0,0,0,221,1.1
2020,1,15,1,30,0,0,0,237,1
2020,1,15,2,30,0,0,0,253,1
2020,1,15,3,30,0,0,0,264,0.9
2020,1,15,4,30,0,0,0,269,0.8
2020,1,15,5,30,0,0,0,272,0.8
2020,1,15,6,30,0,0,0,273,0.8
2020,1,15,7,30,0,0,0,277,0.8
2020,1,15,8,30,0,0,0,282,0.9
2020,1,15,9,30,0,0,0,288,1
2020,1,15,10,30,0,0,0,292,0.9
2020,1,15,11,30,0,0,0,295,0.8
2020,1,15,12,30,0,0,0,298,0.8
2020,1,15,13,30,51,109,66,303,0.8
2020,1,15,14,30,110,104,138,307,0.9
2020,1,15,15,30,148,274,251,300,0.9
2020,1,15,16,30,179,54,202,283,0.9
2020,1,15,17,30,195,167,269,269,0.9
2020,1,15,18,30,159,325,293,266,0.8
2020,1,15,19,30,64,768,318,270,0.5
2020,1,15,20,30,51,632,185,313,0.30000000000000004
2020,1,15,21,30,23,313,44,209,0.6000000000000001
2020,1,15,22,30,0,0,0,75,0.7000000000000001
2020,1,15,23,30,0,0,0,85,0.6000000000000001
2020,1,16,0,30,0,0,0,116,0.8
2020,1,16,1,30,0,0,0,129,1
2020,1,16,2,30,0,0,0,134,1.1
2020,1,16,3,30,0,0,0,132,1.2000000000000002
2020,1,16,4,30,0,0,0,134,1
2020,1,16,5,30,0,0,0,161,0.8
2020,1,16,6,30,0,0,0,207,0.9
2020,1,16,7,30,0,0,0,247,1.2000000000000002
2020,1,16,8,30,0,0,0,269,1.6
2020,1,16,9,30,0,0,0,279,1.9000000000000001
2020,1,16,10,30,0,0,0,283,2.1
2020,1,16,11,30,0,0,0,285,2.1
2020,1,16,12,30,0,0,0,290,2.1
2020,1,16,13,30,46,0,46,297,2.1
2020,1,16,14,30,33,0,33,301,2.2
2020,1,16,15,30,159,101,197,304,2.4000000000000004
2020,1,16,16,30,177,45,197,308,2.6
2020,1,16,17,30,178,34,193,311,2.6
2020,1,16,18,30,140,1,140,312,2.5
2020,1,16,19,30,24,0,24,312,2.3000000000000003
2020,1,16,20,30,69,0,69,312,2.2
2020,1,16,21,30,19,0,19,314,2.2
2020,1,16,22,30,0,0,0,316,2.3000000000000003
2020,1,16,23,30,0,0,0,317,2.3000000000000003
2020,1,17,0,30,0,0,0,324,2.3000000000000003
2020,1,17,1,30,0,0,0,326,2.3000000000000003
2020,1,17,2,30,0,0,0,327,2.3000000000000003
2020,1,17,3,30,0,0,0,327,2.3000000000000003
2020,1,17,4,30,0,0,0,327,2.4000000000000004
2020,1,17,5,30,0,0,0,327,2.4000000000000004
2020,1,17,6,30,0,0,0,328,2.4000000000000004
2020,1,17,7,30,0,0,0,328,2.5
2020,1,17,8,30,0,0,0,329,2.5
2020,1,17,9,30,0,0,0,329,2.4000000000000004
2020,1,17,10,30,0,0,0,329,2.3000000000000003
2020,1,17,11,30,0,0,0,330,2.3000000000000003
2020,1,17,12,30,0,0,0,330,2.2
2020,1,17,13,30,51,160,74,329,2.1
2020,1,17,14,30,83,446,207,330,2
2020,1,17,15,30,115,499,304,331,1.9000000000000001
2020,1,17,16,30,168,351,322,332,1.8
2020,1,17,17,30,69,811,435,332,1.6
2020,1,17,18,30,89,679,372,331,1.4000000000000001
2020,1,17,19,30,71,837,353,328,1.2000000000000002
2020,1,17,20,30,82,194,125,326,1
2020,1,17,21,30,26,134,36,329,0.8
2020,1,17,22,30,0,0,0,338,0.8
2020,1,17,23,30,0,0,0,343,0.8
2020,1,18,0,30,0,0,0,352,0.8
2020,1,18,1,30,0,0,0,353,0.7000000000000001
2020,1,18,2,30,0,0,0,356,0.7000000000000001
2020,1,18,3,30,0,0,0,186,0.6000000000000001
2020,1,18,4,30,0,0,0,20,0.4
2020,1,18,5,30,0,0,0,43,0.4
2020,1,18,6,30,0,0,0,78,0.4
2020,1,18,7,30,0,0,0,108,0.6000000000000001
2020,1,18,8,30,0,0,0,128,0.7000000000000001
2020,1,18,9,30,0,0,0,142,0.8
2020,1,18,10,30,0,0,0,146,0.9
2020,1,18,11,30,0,0,0,146,1.1
2020,1,18,12,30,0,0,0,149,1.2000000000000002
2020,1,18,13,30,45,0,45,153,1.4000000000000001
2020,1,18,14,30,105,19,110,156,1.6
2020,1,18,15,30,160,186,231,159,1.8
2020,1,18,16,30,181,284,306,162,2
2020,1,18,17,30,188,51,211,162,2.1
2020,1,18,18,30,171,47,190,162,2.2
2020,1,18,19,30,111,0,111,165,2.3000000000000003
2020,1,18,20,30,58,0,58,167,2.5
2020,1,18,21,30,22,0,22,173,2.6
2020,1,18,22,30,0,0,0,181,2.5
2020,1,18,23,30,0,0,0,184,2.5
2020,1,19,0,30,0,0,0,191,2.2
2020,1,19,1,30,0,0,0,195,1.9000000000000001
2020,1,19,2,30,0,0,0,203,1.7000000000000002
2020,1,19,3,30,0,0,0,216,1.6
2020,1,19,4,30,0,0,0,230,1.4000000000000001
2020,1,19,5,30,0,0,0,241,1.3
2020,1,19,6,30,0,0,0,249,1.3
2020,1,19,7,30,0,0,0,254,1.4000000000000001
2020,1,19,8,30,0,0,0,259,1.4000000000000001
2020,1,19,9,30,0,0,0,265,1.5
2020,1,19,10,30,0,0,0,270,1.6
2020,1,19,11,30,0,0,0,273,1.6
2020,1,19,12,30,0,0,0,275,1.7000000000000002
2020,1,19,13,30,49,271,89,277,1.8
2020,1,19,14,30,107,25,114,279,1.8
2020,1,19,15,30,143,354,279,283,1.9000000000000001
2020,1,19,16,30,167,650,455,289,2
2020,1,19,17,30,201,110,251,294,2
2020,1,19,18,30,171,295,296,297,1.9000000000000001
2020,1,19,19,30,99,0,99,298,1.8
2020,1,19,20,30,88,91,109,300,1.7000000000000002
2020,1,19,21,30,28,71,34,303,1.7000000000000002
2020,1,19,22,30,0,0,0,307,1.8
2020,1,19,23,30,0,0,0,310,1.8
2020,1,20,0,30,0,0,0,321,1.9000000000000001
2020,1,20,1,30,0,0,0,327,1.9000000000000001
2020,1,20,2,30,0,0,0,331,1.8
2020,1,20,3,30,0,0,0,332,1.8
2020,1,20,4,30,0,0,0,331,1.7000000000000002
2020,1,20,5,30,0,0,0,331,1.7000000000000002
2020,1,20,6,30,0,0,0,330,1.6
2020,1,20,7,30,0,0,0,330,1.6
2020,1,20,8,30,0,0,0,330,1.5
2020,1,20,9,30,0,0,0,331,1.5
2020,1,20,10,30,0,0,0,333,1.5
2020,1,20,11,30,0,0,0,334,1.5
2020,1,20,12,30,0,0,0,335,1.5
2020,1,20,13,30,55,93,69,334,1.5
2020,1,20,14,30,77,516,224,332,1.5
2020,1,20,15,30,57,821,374,329,1.5
2020,1,20,16,30,80,758,418,326,1.5
2020,1,20,17,30,82,764,433,324,1.5
2020,1,20,18,30,62,827,415,322,1.5
2020,1,20,19,30,64,884,372,322,1.4000000000000001
2020,1,20,20,30,53,571,185,321,1.2000000000000002
2020,1,20,21,30,29,133,40,320,1
2020,1,20,22,30,0,0,0,315,1
2020,1,20,23,30,0,0,0,312,1
2020,1,21,0,30,0,0,0,300,1
2020,1,21,1,30,0,0,0,293,1
2020,1,21,2,30,0,0,0,288,1
2020,1,21,3,30,0,0,0,284,1
2020,1,21,4,30,0,0,0,283,1
2020,1,21,5,30,0,0,0,285,1
2020,1,21,6,30,0,0,0,289,1
2020,1,21,7,30,0,0,0,295,1
2020,1,21,8,30,0,0,0,300,1
2020,1,21,9,30,0,0,0,304,1
2020,1,21,10,30,0,0,0,307,0.9
2020,1,21,11,30,0,0,0,305,0.9
2020,1,21,12,30,0,0,0,303,0.9
2020,1,21,13,30,53,199,83,304,0.9
2020,1,21,14,30,66,597,238,307,1
2020,1,21,15,30,123,477,309,309,1.2000000000000002
2020,1,21,16,30,131,562,383,310,1.2000000000000002
2020,1,21,17,30,144,534,391,309,1.1
2020,1,21,18,30,167,336,312,307,1.1
2020,1,21,19,30,131,322,244,304,1
2020,1,21,20,30,91,136,123,297,0.7000000000000001
2020,1,21,21,30,23,0,23,289,0.5
2020,1,21,22,30,0,0,0,281,0.5
2020,1,21,23,30,0,0,0,277,0.5
2020,1,22,0,30,0,0,0,267,0.6000000000000001
2020,1,22,1,30,0,0,0,261,0.6000000000000001
2020,1,22,2,30,0,0,0,256,0.6000000000000001
2020,1,22,3,30,0,0,0,252,0.6000000000000001
2020,1,22,4,30,0,0,0,248,0.7000000000000001
2020,1,22,5,30,0,0,0,243,0.7000000000000001
2020,1,22,6,30,0,0,0,239,0.7000000000000001
2020,1,22,7,30,0,0,0,236,0.8
2020,1,22,8,30,0,0,0,234,0.7000000000000001
2020,1,22,9,30,0,0,0,232,0.7000000000000001
2020,1,22,10,30,0,0,0,229,0.7000000000000001
2020,1,22,11,30,0,0,0,221,0.8
2020,1,22,12,30,0,0,0,210,0.8
2020,1,22,13,30,50,299,96,198,0.8
2020,1,22,14,30,61,800,294,198,0.7000000000000001
2020,1,22,15,30,67,755,364,204,0.8
2020,1,22,16,30,75,784,431,203,0.8
2020,1,22,17,30,83,765,440,199,0.9
2020,1,22,18,30,71,785,411,194,0.9
2020,1,22,19,30,70,693,316,189,0.7000000000000001
2020,1,22,20,30,67,457,176,185,0.6000000000000001
2020,1,22,21,30,31,161,46,184,0.7000000000000001
2020,1,22,22,30,0,0,0,187,0.8
2020,1,22,23,30,0,0,0,189,0.8
2020,1,23,0,30,0,0,0,192,0.8
2020,1,23,1,30,0,0,0,191,0.8
2020,1,23,2,30,0,0,0,191,0.8
2020,1,23,3,30,0,0,0,191,0.8
2020,1,23,4,30,0,0,0,194,0.7000000000000001
2020,1,23,5,30,0,0,0,196,0.7000000000000001
2020,1,23,6,30,0,0,0,198,0.7000000000000001
2020,1,23,7,30,0,0,0,199,0.7000000000000001
2020,1,23,8,30,0,0,0,200,0.7000000000000001
2020,1,23,9,30,0,0,0,200,0.7000000000000001
2020,1,23,10,30,0,0,0,198,0.7000000000000001
2020,1,23,11,30,0,0,0,195,0.7000000000000001
2020,1,23,12,30,0,0,0,191,0.7000000000000001
2020,1,23,13,30,57,72,69,186,0.8
2020,1,23,14,30,118,108,150,179,0.8
2020,1,23,15,30,126,477,315,177,0.8
2020,1,23,16,30,68,826,445,181,0.8
2020,1,23,17,30,74,812,456,181,0.8
2020,1,23,18,30,82,737,404,174,0.7000000000000001
2020,1,23,19,30,104,517,290,170,0.7000000000000001
2020,1,23,20,30,87,270,152,170,0.6000000000000001
